iteration,ufit,vfit,error
0,0.6165001598202157,0.9550859480687727,20.5535783074015
0,0.6165019019746256,0.9550867244136131,20.55357268082109
0,0.616499404457016,0.9550865799675526,20.553567550600054
0,0.6164991722492071,0.9550863882158341,20.553568284978635
0,0.616499407167935,0.95508639030833,20.553569004347768
1,0.7575397930727314,0.937762488896738,25.7261538677679
1,0.7575412043541039,0.9377623469471543,25.726148117718306
1,0.7575437551908729,0.9377651386095806,25.726128103698365
1,0.7575456292142526,0.9377616869758567,25.726130083555425
1,0.7575430501276976,0.9377598953690425,25.726147116734683
2,-0.9438314730594394,-0.8882427274312916,16.7938055684357
2,-0.9438352510571283,-0.8882511210522561,16.79355436335595
2,-0.9438310801216554,-0.8882421661914626,16.79382109643949
2,-0.9438313947319635,-0.8882426143726666,16.793808689830904
2,-0.9438311321724282,-0.8882422395408176,16.79381906147625
3,0.8664632005634558,0.844036141057555,73.78695600853204
3,0.8664895490522612,0.8440775268906219,73.78653035221207
3,0.8664639930863614,0.8440570145764019,73.78679577003216
3,0.8664972330434847,0.8440822025811454,73.78645913456945
3,0.8664993147482338,0.8441129989759419,73.78622551603095
4,0.32842102768031317,0.9622777726863116,58.67158626991005
4,0.32843517052575416,0.9622791485140896,58.67157806991404
4,0.3284284497373306,0.9622787452367099,58.671582122781814
4,0.32842814804386516,0.9622788864253639,58.67158186535283
4,0.32843115741214185,0.9622790523195863,58.67158050751632
5,0.8057485498171845,0.8538461923808275,26.592213239444852
5,0.8057484813405191,0.8538460705135761,26.59221523433459
5,0.8057494876015313,0.8538481497125523,26.592200661330736
5,0.8057477993875977,0.8538439394196485,26.592231768335193
5,0.8057491457151462,0.8538475696519752,26.592205718487257
6,-0.9544251915776684,-0.4771851546246145,75.39287256825739
6,-0.9544234538990194,-0.47717216411055097,75.39294223960113
6,-0.9544142801636435,-0.4770926828983469,75.39335942453368
6,-0.95441224590679,-0.4770746492797485,75.39345360671904
6,-0.9544152266886978,-0.4771007231390753,75.39331702655663
7,0.9679757481954993,0.5705258616018544,23.71531968198034
7,0.9679755915687371,0.5705256708052996,23.71532049770584
7,0.9679758967738743,0.5705269570531569,23.715317948359985
7,0.9679756798002338,0.5705247462683826,23.715321189927277
7,0.967975690721254,0.5705278545716491,23.715318205327222
8,0.3178060442041918,-0.8474041325232173,61.142667829139405
8,0.31780624587531014,-0.8474033936937077,61.14267151585908
8,0.31780612511376105,-0.8474038403865091,61.14266931287469
8,0.3178062828429489,-0.8474032583827743,61.14267219149713
8,0.31780630060173737,-0.8474031931888364,61.142672515981005
9,-0.9493159923191105,-0.8624550099727515,45.1508843190962
9,-0.949324808293574,-0.8624460335543165,45.15093277522616
9,-0.9493074681260141,-0.8624442361659211,45.15096649787173
9,-0.9493340775606984,-0.8624557829510263,45.15085647607198
9,-0.9493117724942604,-0.8624497317007683,45.150924742051615
10,0.9818740481232544,0.9343931826089378,25.078213889807795
10,0.9818739928187213,0.9343931813745465,25.07821813430538
10,0.9818740075176846,0.9343931323014026,25.078222445386892
10,0.9818739934406071,0.9343932095033592,25.078217817687264
10,0.9818739455360331,0.9343931860979983,25.078223392045043
11,0.5606655579198461,0.9576098041257673,36.344079076082636
11,0.5606624563812361,0.9576126418576638,36.34407366464872
11,0.5606679863537252,0.9576122803214878,36.34406129227408
11,0.5606634914050019,0.9576123014068951,36.34407265614498
11,0.5606626694875347,0.9576121958277936,36.34407516656316
12,-0.9512077077942716,-0.8984056147498303,14.933485013660329
12,-0.9512075523159442,-0.8984054978010281,14.933494709214695
12,-0.9512077188000961,-0.898405156574072,14.933525103369579
12,-0.9512076276026635,-0.8984055442280372,14.933490043081141
12,-0.9512073076308525,-0.8984053152268294,14.933510011475404
13,0.38738587302106103,0.7235018382436846,112.01746117635597
13,0.38739378874876446,0.7234905297524457,112.0174704202334
13,0.3873949161563408,0.7234889191030043,112.01747173586207
13,0.38738304029046844,0.7235058850154801,112.0174578655247
13,0.3873755859972636,0.7235165340034397,112.01744914599841
14,-0.9867582795032612,-0.9252460583710731,34.99947239913232
14,-0.9867602884927498,-0.925232974433916,34.9995553418316
14,-0.9867581009483422,-0.9252472217716429,34.999465028066545
14,-0.9867579358518721,-0.9252482949392562,34.99945821528609
14,-0.9867596872653375,-0.9252368914992961,34.99953051593858
15,0.02584167507620748,0.772018010738503,88.96105390762776
15,0.025831754703826156,0.772025795021628,88.9610888117645
15,0.02583951068827553,0.7720197091500087,88.96106152620749
15,0.02583588420881429,0.7720225547917433,88.96107428713653
15,0.025834157926422345,0.7720239093415844,88.96108035977964
16,-0.7221948070537245,-0.983780151707239,78.60629130218632
16,-0.7221977131875631,-0.9837806393062434,78.60628231002266
16,-0.7221986304921002,-0.983780172609771,78.60627415878366
16,-0.722193407806476,-0.983780189851946,78.60629847227293
16,-0.7222088193057947,-0.9837792159093,78.60621975607546
17,-0.8201222724374833,-0.3315853775857889,31.801700774517865
17,-0.8201249346406401,-0.3315835686724672,31.80167387907711
17,-0.8201247045655449,-0.33158330909579414,31.80167648847373
17,-0.820124084938948,-0.33158386772866305,31.801683179237372
17,-0.8201230010601861,-0.3315851023164284,31.80169280396727
18,-0.90384124320635,-0.8919569008916863,14.023749425306377
18,-0.9038422861260424,-0.8919574153061515,14.023744575399908
18,-0.9038439639328218,-0.8919584918412626,14.0237362768751
18,-0.9038415287952128,-0.8919568453053252,14.023748409198157
18,-0.9038397951575923,-0.8919557807056665,14.023756808136731
19,-0.812089798277022,-0.9233964967133494,23.801703513458317
19,-0.8121525734733375,-0.9234342518169842,23.80149011874802
19,-0.8121367409858748,-0.9234246310177556,23.801558997674952
19,-0.8121406262109067,-0.9234270800861679,23.801529972662458
19,-0.8120812811179752,-0.9233913688274533,23.801732805066038
20,-0.6354775359793634,-0.95556912303282,24.64984239303835
20,-0.6354789324269037,-0.955569621235464,24.649841822369645
20,-0.6354774931617572,-0.9555690157659443,24.64984493818276
20,-0.6354794098017956,-0.9555695483929514,24.649832190777836
20,-0.63548285974004,-0.9555707786421372,24.64982203572293
21,-0.9371336767066663,-0.9445029515781792,21.61107889228195
21,-0.9371638584053037,-0.9445341728410566,21.610127013412693
21,-0.9371314508888325,-0.9445000719578867,21.611144715295694
21,-0.9371314428055244,-0.944500079819233,21.611144559443126
21,-0.9371316660058366,-0.9445003652838608,21.611138030236855
22,0.9557555012727136,0.8935283255479907,12.015020563646143
22,0.9557560171212649,0.8935278731440075,12.015029581475677
22,0.9557553804287788,0.8935281200529378,12.015029444412551
22,0.9557542080055395,0.8935276804639457,12.015061720068575
22,0.9557559396866174,0.8935278607784032,12.015030634016664
23,0.9363580759966673,0.8230582077544712,74.93160086036279
23,0.9363605117486382,0.8230554700322928,74.93157122464517
23,0.9363598394341042,0.8230562260848506,74.93157940219953
23,0.936358091286785,0.8230581899817647,74.93160067822996
23,0.936358416421245,0.8230578244445755,74.93159672338199
24,0.871301521911155,0.9694845409896137,28.096603218212007
24,0.8713011122384243,0.9694845025052056,28.096608325133055
24,0.8713015115223753,0.969484541196969,28.096603452339437
24,0.8713010391066752,0.9694844764491901,28.096608120982616
24,0.8713010902139455,0.9694844704176255,28.096608213143025
25,-0.959570242496963,-0.4686363115099054,72.74132127285965
25,-0.9595702013728218,-0.46863627491413207,72.74132181054006
25,-0.959570196594707,-0.46863680273353653,72.74131970057564
25,-0.9595702325812736,-0.46863625699988876,72.74132168294102
25,-0.959570496381238,-0.46863639175445004,72.74131912328738
26,-0.8854897410017039,-0.9400675391230315,9.67001728405908
26,-0.8854901261133186,-0.9400700231752979,9.670007611080651
26,-0.8854904876265184,-0.9400664543117694,9.670037104517332
26,-0.8854902527610508,-0.9400692632689267,9.670007976680376
26,-0.8854909201600929,-0.9400677180449042,9.669966076822128
27,0.9468162954407373,0.6152462081786059,38.04006974473704
27,0.9468156620409056,0.6152479265556805,38.04007093801103
27,0.9468168722329307,0.6152445898341916,38.04006881611722
27,0.9468172384223711,0.6152436439642535,38.04006805605794
27,0.9468160181510935,0.615246957896606,38.0400702735327
28,0.8672884451517345,0.3888745554018096,145.13308923167878
28,0.8672873107066114,0.3888726365652946,145.13309353016962
28,0.8672879305062854,0.38887399839789505,145.1330915696841
28,0.8672888193796789,0.3888747449856907,145.13308834948117
28,0.8672895644167623,0.3888752356988512,145.1330861528846
29,0.6677761406426561,0.7387019585207161,57.41412758818984
29,0.6677845946157404,0.7387137180153732,57.414090526432446
29,0.6678052802203456,0.7387425040875325,57.41399978318231
29,0.667812929451117,0.738753121081931,57.41396620105787
29,0.6677997224962324,0.7387347562355977,57.41402416984854
30,0.5250764245898378,0.6869901166238132,118.04254393595079
30,-0.5240178783855124,-0.6880689906341696,118.04196958676994
30,-0.5240989318695652,-0.6879845038067327,118.04204888647864
30,0.5251720641176365,0.6868952969942906,118.0425460105614
30,0.5251115310916354,0.6869553181194321,118.04254466855474
31,0.8323208460090326,0.9688948986875985,59.474281242127816
31,0.8323208620061562,0.9688949170720272,59.474281037052116
31,0.8323208658881824,0.9688949592484047,59.47428027108858
31,0.8323208202709675,0.968894893893256,59.47428149983705
31,0.8323208057189536,0.9688949002903219,59.474281104837466
32,-0.7948794750593722,-0.9444970730314509,20.049428682342203
32,-0.7948847173687241,-0.9444974785667697,20.049372689684564
32,-0.7948821817905882,-0.9444973966608515,20.04939828212861
32,-0.7948834730883338,-0.944497428963126,20.049385363432222
32,-0.7948833398229962,-0.9444973647357309,20.049387506975194
33,-0.9202235444938638,0.1497566545500068,132.20606525305212
33,-0.9202247929060365,0.14976469621209204,132.20606322162112
33,-0.9202241027141714,0.14976029833510143,132.20606440116322
33,-0.9202235322237927,0.14975973294763487,132.20606823669428
33,-0.9202242158844312,0.14976103602160779,132.20606422756126
34,0.888939635223156,0.8745156520499812,13.627384887397707
34,0.8889389210095828,0.8745147106872582,13.62739520162473
34,0.8889394534956097,0.8745156184968484,13.627386033564454
34,0.8889384599476939,0.874514629193599,13.627398271389591
